,0
0,-7105.35986328125
1,-7262.279296875
2,-7422.51123046875
3,-7586.1083984375
4,-7753.1279296875
5,-7923.67822265625
6,-8097.8251953125
7,-8275.7177734375
8,-8457.591796875
9,-8643.7578125
10,-8836.0498046875
11,-9039.02734375
12,-9258.708984375
13,-9501.8310546875
14,-9775.5849609375
15,-10086.3583984375
16,-10438.71875
17,-10834.7431640625
18,-11273.708984375
19,-11753.26171875
