,0
0,1085.4342041015625
1,1021.1705322265625
2,1013.559326171875
3,1023.5132446289062
4,1018.7393188476562
5,1009.6934814453125
6,1009.9259643554688
7,1013.8020629882812
8,1012.9698486328125
9,1008.7098999023438
10,1006.0399780273438
11,1006.5385131835938
12,1005.8388061523438
13,1004.035888671875
14,1004.028076171875
15,1004.2933349609375
16,1002.9391479492188
17,1001.2955932617188
18,1002.005615234375
19,1002.7796020507812
