,0
0,0.005822193343192339
1,0.004573632963001728
2,0.003331077517941594
3,0.0021015775855630636
4,0.0008852549362927675
5,-0.00030538710416294634
6,-0.001448695664294064
7,-0.002541797701269388
8,-0.0035878049675375223
9,-0.004589219577610493
10,-0.005566391162574291
11,-0.006524163298308849
12,-0.007471280172467232
13,-0.008420613594353199
14,-0.009387203492224216
15,-0.010379659943282604
16,-0.011398520320653915
17,-0.012452621944248676
18,-0.013555455021560192
19,-0.014704062603414059
