,0
0,-838.8858642578125
1,-885.44970703125
2,-933.1067504882812
3,-981.8741455078125
4,-1031.7608642578125
5,-1082.7862548828125
6,-1134.96728515625
7,-1188.3204345703125
8,-1242.861083984375
9,-1298.6090087890625
10,-1355.581787109375
11,-1413.7943115234375
12,-1473.264404296875
13,-1534.013671875
14,-1596.061279296875
15,-1659.4241943359375
16,-1724.1180419921875
17,-1790.1612548828125
18,-1857.572509765625
19,-1926.3719482421875
